"""0"",""1"",""00"",""01"",""10"",""11"",""000"",""001"",""010"",""011"",""100"",""101"",""110"",""111"""
14,14,15,20,20,17,18,17,18,21,21,18,17,16
12,12,13,23,23,14,20,19,17,19,19,17,19,21
17,17,17,19,19,17,22,15,20,16,16,20,15,22
14,14,17,16,16,17,19,17,17,17,17,17,17,24
13,13,18,15,15,18,20,17,22,17,17,22,17,24
15,15,11,11,11,11,14,14,16,14,14,16,14,14
13,13,23,18,18,23,20,17,18,21,21,18,17,28
12,12,15,19,19,15,19,20,21,16,16,21,20,21
14,14,16,16,16,16,22,18,15,16,16,15,18,22
12,12,15,17,17,13,20,16,16,16,16,16,16,18
13,13,15,18,18,14,20,18,17,19,19,17,18,20
18,18,14,16,16,15,19,17,23,17,17,23,17,20
16,16,15,18,18,15,22,16,20,16,16,20,16,21
8,8,13,20,20,15,17,19,15,19,19,15,19,17
18,18,15,16,16,15,20,18,18,20,20,18,18,21
15,15,14,15,15,17,19,18,18,19,19,18,18,22
10,10,15,17,17,15,18,15,17,19,19,17,15,19
15,15,13,21,21,13,18,18,21,18,18,21,18,19
18,18,19,15,15,20,19,18,16,17,17,16,18,21
10,10,18,18,18,18,19,17,20,18,18,20,17,21
13,13,14,15,15,15,20,18,26,19,19,26,18,22
10,10,13,14,14,13,15,18,12,18,18,12,18,15
13,13,16,17,17,18,22,17,21,17,17,21,17,22
13,13,14,17,17,15,19,15,19,17,17,19,15,19
16,16,15,16,16,15,22,17,19,17,17,19,17,21
12,12,15,15,15,16,21,17,16,17,17,16,17,20
18,18,17,19,19,18,20,17,24,18,18,24,17,21
10,10,13,16,16,13,17,18,23,16,16,23,18,19
10,10,16,14,14,17,20,19,18,16,16,18,19,21
13,13,16,14,14,17,20,16,18,16,16,18,16,20
16,16,18,16,16,16,18,16,16,17,17,16,16,18
10,10,14,15,15,16,20,18,18,18,18,18,18,22
13,13,15,18,18,16,20,18,21,19,19,21,18,20
13,13,16,15,15,14,17,16,18,16,16,18,16,22
12,12,18,16,16,22,18,18,17,18,18,17,18,20
13,13,14,20,20,14,19,16,18,17,17,18,16,22
13,13,16,20,20,17,24,17,23,17,17,23,17,24
6,6,9,9,9,9,15,16,11,16,16,11,16,14
14,14,16,17,17,16,18,17,17,18,18,17,17,20
14,14,15,16,16,15,17,20,20,20,20,20,20,18
12,12,16,15,15,16,18,17,18,17,17,18,17,20
14,14,14,15,15,14,17,18,18,18,18,18,18,17
15,15,15,19,19,18,17,17,21,18,18,21,17,19
14,14,14,16,16,14,22,19,21,19,19,21,19,20
19,19,18,17,17,18,20,19,16,16,16,16,19,21
16,16,16,14,14,14,18,16,20,16,16,20,16,20
12,12,17,16,16,19,18,20,17,17,17,17,20,19
12,12,15,19,19,16,18,21,19,17,17,19,21,18
18,18,16,16,16,21,25,17,19,17,17,19,17,23
13,13,15,16,16,15,19,18,17,18,18,17,18,19
26,26,17,16,16,20,20,22,16,16,16,16,22,20
11,11,14,21,21,16,20,21,18,17,17,18,21,29
12,12,16,18,18,17,17,18,19,17,17,19,18,18
26,26,13,15,15,14,15,20,18,20,20,18,20,17
12,12,18,18,18,17,23,21,21,23,23,21,21,23
11,11,16,17,17,17,17,17,17,17,17,17,17,18
18,18,20,15,15,18,17,16,17,22,22,17,16,17
10,10,14,16,16,16,18,17,22,17,17,22,17,18
23,23,15,24,24,16,18,19,17,18,18,17,19,18
18,18,17,18,18,20,17,19,18,17,17,18,19,19
13,13,16,18,18,16,20,21,16,24,24,16,21,19
11,11,14,17,17,15,17,17,17,17,17,17,17,17
15,15,16,18,18,17,18,20,16,18,18,16,20,20
14,14,15,14,14,16,19,19,18,19,19,18,19,19
15,15,14,19,19,14,18,16,16,18,18,16,16,24
13,13,15,13,13,16,19,18,16,18,18,16,18,19
14,14,18,16,16,19,17,17,20,18,18,20,17,17
13,13,14,15,15,14,29,20,18,20,20,18,20,29
13,13,16,15,15,18,20,21,19,29,29,19,21,22
6,6,10,12,12,10,14,21,14,21,21,14,21,14
11,11,19,17,17,21,20,16,19,18,18,19,16,20
13,13,17,17,17,18,18,17,18,17,17,18,17,19
12,12,17,16,16,18,19,19,15,17,17,15,19,17
11,11,15,17,17,13,16,17,19,17,17,19,17,16
12,12,16,20,20,19,17,19,18,18,18,18,19,17
10,10,23,18,18,24,17,18,17,17,17,17,18,19
12,12,14,16,16,15,18,20,16,19,19,16,20,19
47,47,23,26,26,24,16,18,16,18,18,16,18,16
12,12,15,17,17,16,17,16,19,19,19,19,16,18
10,10,14,17,17,15,20,17,19,17,17,19,17,23
19,19,16,18,18,16,18,17,19,19,19,19,17,20
11,11,15,18,18,16,16,17,18,17,17,18,17,16
12,12,14,14,14,16,19,27,17,19,19,17,27,19
13,13,16,15,15,16,18,19,17,19,19,17,19,19
13,13,15,16,16,19,19,16,20,17,17,20,16,19
6,6,12,14,14,14,15,20,14,20,20,14,20,17
14,14,15,17,17,16,20,16,19,16,16,19,16,21
16,16,14,17,17,14,22,17,19,17,17,19,17,20
13,13,20,19,19,22,17,18,17,18,18,17,18,20
90,90,46,47,47,46,18,18,20,18,18,20,18,20
10,10,14,17,17,15,25,18,20,21,21,20,18,25
11,11,19,26,26,18,17,16,18,17,17,18,16,17
13,13,16,16,16,16,19,21,20,18,18,20,21,20
6,6,12,14,14,14,15,21,14,21,21,14,21,15
12,12,15,17,17,15,22,16,18,17,17,18,16,20
175,175,88,90,90,88,20,17,23,24,24,23,17,20
11,11,19,28,28,18,16,16,17,16,16,17,16,17
6,6,12,14,14,14,15,21,14,21,21,14,21,17
346,346,174,175,175,174,20,17,23,24,24,23,17,20
6,6,12,14,14,14,15,19,15,21,21,15,19,15
6,6,12,14,14,14,15,19,15,19,19,15,19,17
8,8,6,7,7,5,13,10,13,10,10,13,10,14
6,6,12,14,14,14,15,14,18,19,19,18,14,16
6,6,12,14,14,14,16,19,18,19,19,18,19,16
345,345,173,175,175,173,178,92,91,178,178,91,92,178
6,6,12,14,14,14,16,19,18,19,19,18,19,16
11,11,19,28,28,18,20,15,16,17,17,16,15,19
176,176,88,89,89,88,90,93,91,93,93,91,93,90
12,12,14,17,17,14,23,16,20,18,18,20,16,20
6,6,12,14,14,14,17,15,18,15,15,18,15,16
13,13,16,16,16,16,24,17,19,16,16,19,17,25
11,11,19,26,26,18,25,18,17,18,18,17,18,22
10,10,17,17,17,18,20,16,19,17,17,19,16,20
89,89,45,47,47,45,50,50,47,50,50,47,50,50
10,10,23,19,19,23,18,15,20,18,18,20,15,18
12,12,15,17,17,15,23,17,23,17,17,23,17,20
14,14,18,15,15,20,23,21,20,19,19,20,21,24
6,6,12,14,14,14,18,15,18,15,15,18,15,19
13,13,15,16,16,19,19,17,17,22,22,17,17,21
15,15,16,15,15,16,23,19,18,19,19,18,19,24
11,11,14,18,18,16,18,20,16,18,18,16,20,19
11,11,19,19,19,19,19,15,16,15,15,16,15,17
19,19,20,21,21,20,26,24,21,19,19,21,24,27
12,12,17,17,17,18,19,17,29,21,21,29,17,21
11,11,18,17,17,20,17,20,15,17,17,15,20,17
48,48,23,25,25,24,25,29,27,29,29,27,29,26
11,11,17,14,14,19,17,16,18,18,18,18,16,22
10,10,20,21,21,22,18,19,18,19,19,18,19,22
12,12,16,20,20,18,18,20,18,24,24,18,20,24
12,12,13,18,18,13,18,19,20,19,19,20,19,19
12,12,15,18,18,15,19,21,19,17,17,19,21,21
13,13,15,14,14,16,20,19,20,17,17,20,19,20
15,15,18,14,14,19,18,20,21,18,18,21,20,20
6,6,10,13,13,10,17,15,15,15,15,15,15,17
14,14,16,14,14,20,18,22,21,18,18,21,22,19
15,15,15,16,16,16,17,21,19,16,16,19,21,20
14,14,18,16,16,19,18,19,15,23,23,15,19,21
13,13,14,16,16,15,17,16,25,16,16,25,16,17
13,13,14,20,20,16,17,20,20,20,20,20,20,19
13,13,15,18,18,15,17,16,15,16,16,15,16,19
14,14,17,23,23,20,20,21,20,18,18,20,21,21
11,11,15,26,26,15,20,17,21,17,17,21,17,21
13,13,18,26,26,18,19,19,18,15,15,18,19,21
23,23,15,19,19,16,17,20,21,18,18,21,20,17
23,23,17,20,20,20,17,19,18,19,19,18,19,18
10,10,17,16,16,20,17,19,22,19,19,22,19,17
18,18,17,16,16,19,18,16,23,18,18,23,16,19
14,14,15,14,14,15,17,16,16,16,16,16,16,19
12,12,17,16,16,19,17,20,18,17,17,18,20,18
25,25,13,26,26,14,15,19,16,19,19,16,19,18
15,15,17,19,19,17,20,21,23,18,18,23,21,21
13,13,16,15,15,15,18,17,18,19,19,18,17,18
25,25,17,19,19,18,20,17,18,17,17,18,17,19
10,10,15,14,14,16,16,20,18,20,20,18,20,19
18,18,16,16,16,18,17,19,18,17,17,18,19,17
12,12,14,15,15,17,18,22,16,22,22,16,22,19
14,14,16,15,15,17,23,19,21,18,18,21,19,23
11,11,13,14,14,13,19,18,15,18,18,15,18,21
14,14,15,16,16,15,20,20,17,20,20,17,20,25
12,12,16,15,15,14,19,19,19,19,19,19,19,22
13,13,18,18,18,20,19,19,19,16,16,19,19,28
14,14,19,14,14,20,18,19,20,19,19,20,19,18
12,12,17,17,17,18,19,19,16,23,23,16,19,20
14,14,15,14,14,15,20,17,19,16,16,19,17,22
14,14,16,14,14,20,18,15,20,18,18,20,15,24
6,6,12,15,15,12,12,13,13,13,13,13,13,13
14,14,14,16,16,16,19,21,24,20,20,24,21,26
14,14,18,16,16,19,19,18,17,18,18,17,18,23
13,13,19,17,17,22,18,17,16,17,17,16,17,19
13,13,15,16,16,13,23,16,21,16,16,21,16,23
15,15,14,19,19,17,18,17,18,20,20,18,17,20
11,11,16,15,15,17,16,17,17,16,16,17,17,16
15,15,14,17,17,15,18,20,17,20,20,17,20,18
15,15,16,16,16,19,17,17,18,17,17,18,17,17
13,13,18,16,16,18,18,22,20,19,19,20,22,21
11,11,15,13,13,18,19,18,19,24,24,19,18,20
23,23,17,21,21,19,18,19,21,17,17,21,19,19
11,11,16,17,17,16,16,16,18,16,16,18,16,17
15,15,17,18,18,17,19,18,15,19,19,15,18,20
14,14,14,17,17,16,20,18,23,16,16,23,18,20
13,13,18,14,14,18,20,19,21,20,20,21,19,21
9,9,14,17,17,14,21,14,13,14,14,13,14,21
18,18,17,16,16,18,21,18,16,17,17,16,18,21
12,12,15,20,20,15,17,17,16,17,17,16,17,20
16,16,16,19,19,14,20,18,17,22,22,17,18,20
14,14,15,21,21,15,20,19,21,19,19,21,19,24
13,13,15,21,21,15,19,24,15,22,22,15,24,22
16,16,17,18,18,15,19,17,19,18,18,19,17,19
17,17,15,17,17,16,23,19,20,16,16,20,19,24
12,12,15,12,12,15,16,15,20,15,15,20,15,18
16,16,19,26,26,18,19,16,21,17,17,21,16,20
20,20,17,14,14,17,25,19,18,16,16,18,19,25
13,13,15,18,18,16,19,17,19,17,17,19,17,20
11,11,13,18,18,12,23,19,18,19,19,18,19,24
14,14,14,22,22,16,19,19,19,19,19,19,19,19
11,11,15,16,16,16,20,22,17,16,16,17,22,21
13,13,16,16,16,17,19,17,16,20,20,16,17,22
16,16,10,13,13,10,17,14,16,14,14,16,14,18
13,13,16,18,18,19,23,17,17,20,20,17,17,23
11,11,18,14,14,18,17,16,21,16,16,21,16,18
21,21,17,18,18,18,20,17,20,17,17,20,17,23
9,9,14,18,18,13,19,18,21,18,18,21,18,20
15,15,18,19,19,18,19,19,16,17,17,16,19,20
16,16,14,16,16,14,19,18,17,16,16,17,18,20
12,12,17,18,18,18,17,20,23,20,20,23,20,18
10,10,15,12,12,16,17,15,18,15,15,18,15,17
16,16,16,17,17,18,19,21,18,19,19,18,21,23
16,16,17,16,16,17,17,17,19,17,17,19,17,20
16,16,16,17,17,16,18,20,17,16,16,17,20,22
12,12,15,14,14,16,20,17,19,17,17,19,17,19
12,12,18,17,17,17,16,16,25,17,17,25,16,18
13,13,16,25,25,17,18,17,20,16,16,20,17,18
14,14,14,17,17,17,19,25,17,17,17,17,25,21
12,12,15,11,11,17,17,15,19,15,15,19,15,16
15,15,18,15,15,21,18,19,18,19,19,18,19,23
15,15,15,18,18,15,23,18,23,18,18,23,18,22
17,17,16,18,18,16,16,18,19,19,19,19,18,18
10,10,14,17,17,15,17,15,18,15,15,18,15,20
16,16,15,18,18,20,19,19,23,17,17,23,19,21
13,13,15,20,20,15,17,22,17,21,21,17,22,21
17,17,16,16,16,16,18,21,20,16,16,20,21,21
13,13,18,13,13,25,15,19,19,19,19,19,19,15
19,19,15,16,16,17,17,16,16,20,20,16,16,17
11,11,16,15,15,17,18,17,23,17,17,23,17,19
14,14,16,17,17,18,20,17,20,17,17,20,17,18
15,15,13,15,15,14,18,17,19,17,17,19,17,19
11,11,18,20,20,18,18,18,20,17,17,20,18,19
17,17,15,15,15,16,19,17,18,17,17,18,17,18
17,17,15,16,16,16,20,19,16,20,20,16,19,23
6,6,11,24,24,12,14,12,18,12,12,18,12,16
17,17,15,16,16,16,19,20,16,17,17,16,20,21
17,17,15,15,15,16,19,18,18,18,18,18,18,21
11,11,16,18,18,19,18,18,19,17,17,19,18,21
14,14,15,14,14,13,15,20,17,20,20,17,20,17
14,14,16,18,18,19,18,19,24,16,16,24,19,19
11,11,15,20,20,17,18,16,18,18,18,18,16,19
21,21,14,17,17,16,19,21,18,19,19,18,21,20
13,13,13,13,13,15,18,16,19,16,16,19,16,19
15,15,15,15,15,18,18,24,21,19,19,21,24,19
17,17,18,19,19,18,21,17,17,17,17,17,17,21
16,16,17,18,18,18,19,16,17,21,21,17,16,20
10,10,16,16,16,16,20,19,19,19,19,19,19,23
14,14,15,18,18,18,19,19,18,17,17,18,19,20
13,13,15,17,17,16,19,22,17,16,16,17,22,21
15,15,17,16,16,17,20,21,18,17,17,18,21,20
10,10,12,14,14,12,16,14,16,14,14,16,14,14
12,12,17,19,19,17,23,17,15,19,19,15,17,20
12,12,17,24,24,17,19,19,18,20,20,18,19,21
18,18,15,17,17,16,17,17,17,17,17,17,17,18
12,12,16,18,18,16,18,18,18,18,18,18,18,19
15,15,15,17,17,15,18,21,22,18,18,22,21,20
19,19,18,17,17,19,20,17,20,19,19,20,17,22
16,16,15,19,19,17,24,20,22,22,22,22,20,24
11,11,18,15,15,14,16,15,16,15,15,16,15,16
12,12,16,15,15,17,26,19,18,20,20,18,19,27
14,14,18,17,17,16,26,18,17,18,18,17,18,29
15,15,14,21,21,15,18,20,19,17,17,19,20,20
11,11,16,13,13,16,20,18,14,18,18,14,18,24
20,20,18,15,15,20,18,17,20,17,17,20,17,19
13,13,15,17,17,16,17,16,17,16,16,17,16,21
12,12,15,16,16,16,18,16,19,18,18,19,16,21
8,8,11,15,15,11,13,21,16,21,21,16,21,14
14,14,15,20,20,18,18,20,19,16,16,19,20,21
14,14,15,17,17,14,20,18,21,20,20,21,18,22
16,16,17,18,18,18,17,16,18,20,20,18,16,18
14,14,13,16,16,13,19,23,20,23,23,20,23,19
16,16,17,17,17,18,17,16,20,21,21,20,16,18
14,14,18,21,21,18,20,15,17,16,16,17,15,20
11,11,19,18,18,20,20,22,18,17,17,18,22,21
15,15,16,14,14,18,15,16,18,16,16,18,16,15
18,18,17,17,17,19,18,21,15,17,17,15,21,19
13,13,18,16,16,18,17,16,17,17,17,17,16,21
15,15,17,18,18,18,20,19,18,18,18,18,19,23
10,10,16,13,13,18,20,16,17,16,16,17,16,23
17,17,16,15,15,19,17,20,17,16,16,17,20,19
20,20,14,17,17,17,19,19,17,18,18,17,19,20
21,21,20,21,21,17,18,20,18,20,20,18,20,20
10,10,18,13,13,14,14,16,15,16,16,15,16,15
16,16,17,20,20,19,17,16,16,20,20,16,16,17
16,16,14,16,16,16,19,17,19,17,17,19,17,20
13,13,19,18,18,18,17,18,16,18,18,16,18,18
14,14,15,18,18,15,16,17,21,17,17,21,17,17
14,14,15,19,19,16,16,18,20,17,17,20,18,18
18,18,19,16,16,20,17,19,21,17,17,21,19,20
14,14,18,16,16,20,18,19,17,17,17,17,19,21
15,15,14,14,14,15,19,14,15,14,14,15,14,19
17,17,16,19,19,17,18,16,18,21,21,18,16,21
16,16,16,19,19,20,18,18,21,16,16,21,18,19
15,15,17,20,20,17,20,16,16,19,19,16,16,20
11,11,14,17,17,16,18,15,17,15,15,17,15,23
26,26,17,20,20,18,19,21,16,20,20,16,21,22
15,15,18,17,17,19,17,20,26,20,20,26,20,18
12,12,18,17,17,21,19,19,19,20,20,19,19,20
9,9,13,12,12,15,14,19,13,19,19,13,19,14
12,12,18,17,17,19,18,18,21,21,21,21,18,23
12,12,16,14,14,16,17,16,22,15,15,22,16,20
25,25,17,15,15,19,17,16,21,20,20,21,16,18
12,12,14,21,21,13,17,17,15,17,17,15,17,18
14,14,16,16,16,16,23,23,17,19,19,17,23,24
16,16,15,17,17,15,16,17,23,18,18,23,17,16
13,13,16,15,15,18,19,21,19,17,17,19,21,23
10,10,12,15,15,12,18,18,22,18,18,22,18,21
15,15,17,15,15,18,18,17,20,18,18,20,17,20
12,12,15,15,15,15,17,20,16,20,20,16,20,21
14,14,18,21,21,20,16,19,15,21,21,15,19,18
9,9,15,15,15,15,17,19,17,19,19,17,19,19
9,9,15,15,15,15,19,24,14,17,17,14,24,19
11,11,13,24,24,13,19,21,27,21,21,27,21,19
22,22,14,21,21,14,18,18,23,19,19,23,18,18
8,8,12,13,13,12,16,20,13,20,20,13,20,16
18,18,15,20,20,15,20,17,18,24,24,18,17,20
42,42,20,18,18,20,21,18,18,18,18,18,18,21
14,14,17,16,16,17,19,18,19,18,18,19,18,19
14,14,15,15,15,15,16,21,19,21,21,19,21,16
12,12,21,19,19,21,22,19,16,17,17,16,19,20
13,13,21,17,17,21,19,19,20,18,18,20,19,19
15,15,20,17,17,20,21,18,17,19,19,17,18,21
11,11,15,15,15,15,18,17,16,17,17,16,17,18
17,17,15,18,18,15,22,21,16,16,16,16,21,22
14,14,21,22,22,16,17,20,17,18,18,17,20,17
19,19,19,18,18,19,19,17,21,17,17,21,17,19
15,15,19,16,16,19,19,17,16,17,17,16,17,19
15,15,20,17,17,20,24,19,16,17,17,16,19,24
13,13,20,14,14,20,23,17,18,17,17,18,17,24
14,14,22,15,15,20,18,19,19,16,16,19,19,18
10,10,11,17,17,11,16,17,27,17,17,27,17,16
14,14,21,22,22,19,19,17,18,16,16,18,17,19
13,13,17,16,16,16,19,18,26,18,18,26,18,19
17,17,17,18,18,17,19,20,19,23,23,19,20,18
14,14,17,12,12,17,21,16,20,16,16,20,16,21
13,13,19,17,17,19,18,18,16,18,18,16,18,18
16,16,18,14,14,18,19,18,18,16,16,18,18,19
16,16,20,16,16,20,19,17,17,16,16,17,17,19
11,11,15,14,14,15,17,15,17,15,15,17,15,16
14,14,15,17,17,15,20,18,16,19,19,16,18,18
17,17,20,16,16,20,17,20,17,16,16,17,20,17
18,18,17,19,19,17,19,16,18,18,18,18,16,19
9,9,14,21,21,14,19,16,19,16,16,19,16,19
16,16,16,20,20,16,18,19,18,18,18,18,19,17
13,13,18,17,17,18,19,18,16,18,18,16,18,19
12,12,15,17,17,15,21,18,18,17,17,18,18,21
21,21,12,18,18,12,19,17,20,17,17,20,17,19
14,14,18,17,17,18,20,17,20,25,25,20,17,20
11,11,14,18,18,14,19,19,20,20,20,20,19,19
24,24,16,15,15,16,21,15,16,18,18,16,15,21
12,12,16,15,15,16,18,20,26,20,20,26,20,18
19,19,22,22,22,22,22,19,21,17,17,21,19,22
12,12,15,14,14,15,19,19,20,19,19,20,19,19
14,14,18,18,18,18,22,21,22,19,19,22,21,22
20,20,16,17,17,16,16,24,18,24,24,18,24,16
14,14,15,19,19,15,20,17,24,18,18,24,17,20
11,11,22,15,15,24,20,19,24,19,19,24,19,20
11,11,21,19,19,21,18,20,18,19,19,18,20,18
23,23,17,18,18,17,18,17,16,17,17,16,17,18
12,12,23,21,21,24,17,19,19,18,18,19,19,17
21,21,17,18,18,17,16,17,17,18,18,17,17,16
23,23,17,18,18,17,15,20,17,18,18,17,20,15
4,4,6,9,9,6,11,10,10,10,10,10,10,10
21,21,17,19,19,17,17,18,16,20,20,16,18,17
28,28,17,19,19,17,16,18,21,17,17,21,18,16
10,10,22,21,21,24,18,16,15,19,19,15,16,18
21,21,17,18,18,17,17,17,17,17,17,17,17,17
12,12,21,19,19,21,23,17,17,19,19,17,17,23
13,13,22,14,14,23,18,19,17,19,19,17,19,18
11,11,17,16,16,17,18,18,22,17,17,22,18,18
28,28,15,19,19,14,19,16,16,16,16,16,16,19
14,14,16,22,22,16,19,21,16,19,19,16,21,19
11,11,15,17,17,14,23,19,17,18,18,17,19,23
19,19,19,22,22,19,18,19,18,17,17,18,19,18
10,10,16,16,16,16,17,18,17,18,18,17,18,17
24,24,16,21,21,16,19,21,19,19,19,19,21,19
14,14,19,16,16,16,17,22,22,22,22,22,22,17
13,13,16,18,18,15,24,17,19,18,18,19,17,24
18,18,14,12,12,14,18,15,15,15,15,15,15,18
15,15,18,17,17,18,20,20,17,20,20,17,20,20
11,11,18,17,17,18,20,19,21,19,19,21,19,20
17,17,17,18,18,17,18,21,20,18,18,20,21,18
12,12,16,16,16,16,20,18,16,18,18,16,18,20
19,19,16,19,19,16,22,18,18,17,17,18,18,22
14,14,18,17,17,18,22,19,18,19,19,18,19,22
12,12,17,16,16,17,19,19,16,20,20,16,19,19
13,13,19,12,12,19,23,18,16,18,18,16,18,23
16,16,17,17,17,17,16,18,17,19,19,17,18,16
22,22,16,18,18,15,19,18,19,18,18,19,18,19
13,13,16,17,17,16,21,19,19,19,19,19,19,21
11,11,15,14,14,15,18,19,20,19,19,20,19,18
14,14,14,19,19,14,18,18,21,18,18,21,18,18
12,12,15,17,17,15,21,18,18,18,18,18,18,21
13,13,16,21,21,16,20,20,20,17,17,20,20,20
42,42,12,12,12,12,23,17,18,17,17,18,17,23
13,13,16,18,18,16,19,18,17,18,18,17,18,19
11,11,14,18,18,14,19,24,18,24,24,18,24,19
14,14,17,19,19,17,20,19,19,21,21,19,19,18
12,12,17,18,18,16,18,20,15,20,20,15,20,18
17,17,19,19,19,19,20,16,20,17,17,20,16,20
20,20,20,17,17,20,20,17,23,17,17,23,17,20
15,15,17,18,18,17,26,16,20,19,19,20,16,26
12,12,15,15,15,15,19,18,17,18,18,17,18,19
17,17,16,18,18,16,18,19,18,18,18,18,19,18
21,21,16,20,20,16,19,18,18,18,18,18,18,19
14,14,17,17,17,17,18,23,17,20,20,17,23,18
12,12,16,15,15,16,18,17,17,17,17,17,17,18
15,15,23,21,21,23,21,19,16,19,19,16,19,21
14,14,17,15,15,17,23,20,22,20,20,22,20,23
15,15,16,20,20,16,21,16,19,18,18,19,16,21
8,8,13,12,12,13,16,17,15,17,17,15,17,16
13,13,16,19,19,16,22,18,19,21,21,19,18,22
25,25,15,18,18,15,21,17,19,17,17,19,17,21
14,14,20,16,16,20,17,23,17,21,21,17,23,17
13,13,19,18,18,19,21,17,21,17,17,21,17,21
16,16,16,20,20,16,18,16,18,19,19,18,16,18
13,13,28,18,18,28,21,22,20,18,18,20,22,21
18,18,17,19,19,17,19,17,20,15,15,20,17,19
14,14,14,13,13,14,18,16,17,16,16,17,16,18
14,14,18,16,16,18,21,18,22,18,18,22,18,21
14,14,17,15,15,16,18,18,21,18,18,21,18,18
17,17,18,20,20,17,22,19,19,18,18,19,19,22
12,12,16,15,15,16,18,17,19,17,17,19,17,18
18,18,18,15,15,18,18,20,20,16,16,20,20,18
15,15,17,15,15,17,19,28,19,17,17,19,28,19
13,13,21,20,20,17,17,21,21,18,18,21,21,17
7,7,14,10,10,13,14,11,14,11,11,14,11,14
13,13,21,20,20,21,18,16,19,19,19,19,16,18
13,13,18,16,16,18,23,23,17,23,23,17,23,23
18,18,16,20,20,16,20,21,19,17,17,19,21,20
11,11,26,20,20,21,18,23,18,23,23,18,23,18
18,18,16,17,17,16,25,20,17,17,17,17,20,25
16,16,26,13,13,26,19,21,19,21,21,19,21,19
15,15,18,17,17,18,19,21,17,16,16,17,21,19
11,11,12,11,11,12,20,16,19,16,16,19,16,20
15,15,22,16,16,22,19,17,17,17,17,17,17,19
19,19,18,15,15,18,19,19,20,19,19,20,19,19
14,14,16,16,16,16,18,15,17,19,19,17,15,18
11,11,15,15,15,15,20,17,23,17,17,23,17,20
14,14,18,18,18,18,20,20,18,15,15,18,20,20
11,11,16,18,18,15,20,18,18,19,19,18,18,19
24,24,18,22,22,18,21,18,21,20,20,21,18,21
11,11,14,13,13,14,18,16,16,16,16,16,16,18
19,19,21,18,18,21,19,18,18,15,15,18,18,19
29,29,17,17,17,15,20,17,23,18,18,23,17,20
14,14,15,24,24,15,21,19,20,19,19,20,19,21
9,9,18,15,15,18,20,16,19,16,16,19,16,20
11,11,18,17,17,18,19,21,16,19,19,16,21,18
11,11,16,17,17,16,18,17,23,17,17,23,17,18
14,14,17,23,23,17,24,19,25,19,19,25,19,24
11,11,16,15,15,16,18,15,23,15,15,23,15,18
14,14,17,19,19,17,22,19,20,17,17,20,19,22
10,10,16,18,18,16,20,16,16,15,15,16,16,19
18,18,15,16,16,15,19,19,19,17,17,19,19,19
23,23,14,18,18,14,24,18,22,18,18,22,18,24
19,19,18,20,20,18,17,23,16,19,19,16,23,17
14,14,17,16,16,17,20,20,19,20,20,19,20,20
19,19,18,18,18,18,20,16,19,18,18,19,16,18
8,8,12,14,14,12,16,13,16,13,13,16,13,16
14,14,18,16,16,18,19,16,22,19,19,22,16,19
17,17,13,15,15,13,17,21,21,17,17,21,21,17
13,13,17,20,20,17,22,17,17,19,19,17,17,22
12,12,14,18,18,14,18,16,18,16,16,18,16,18
15,15,20,17,17,20,19,18,20,16,16,20,18,19
14,14,19,16,16,19,19,24,21,22,22,21,24,19
15,15,18,19,19,18,23,18,21,19,19,21,18,23
14,14,16,13,13,15,19,18,16,18,18,16,18,19
15,15,19,22,22,19,22,19,18,20,20,18,19,22
15,15,16,19,19,16,18,18,17,17,17,17,18,18
17,17,18,17,17,18,24,20,22,16,16,22,20,24
14,14,15,15,15,15,19,17,19,17,17,19,17,19
14,14,17,19,19,17,25,17,24,17,17,24,17,25
16,16,16,19,19,16,21,23,17,23,23,17,23,21
17,17,18,17,17,18,20,20,19,19,19,19,20,20
11,11,13,16,16,12,24,15,17,15,15,17,15,24
15,15,18,17,17,18,18,18,17,17,17,17,18,18
14,14,21,16,16,21,19,17,18,18,18,18,17,19
14,14,16,19,19,16,19,16,17,18,18,17,16,19
14,14,14,17,17,14,23,20,22,20,20,22,20,24
15,15,18,17,17,18,18,21,16,21,21,16,21,18
15,15,18,16,16,18,22,17,18,20,20,18,17,23
18,18,17,17,17,17,17,15,20,19,19,20,15,17
10,10,11,14,14,11,17,14,22,14,14,22,14,17
14,14,19,16,16,19,18,20,20,21,21,20,20,18
14,14,18,18,18,18,21,17,19,16,16,19,17,21
18,18,18,20,20,18,18,21,17,19,19,17,21,18
11,11,16,13,13,16,18,17,19,17,17,19,17,18
14,14,17,19,19,17,18,15,22,21,21,22,15,18
10,10,14,14,14,14,26,16,19,16,16,19,16,26
11,11,17,14,14,17,26,17,15,18,18,15,17,26
11,11,12,13,13,12,13,13,14,13,13,14,13,13
10,10,17,19,19,17,23,17,23,18,18,23,17,23
10,10,14,19,19,14,20,20,23,18,18,23,20,20
11,11,19,22,22,19,18,18,23,18,18,23,18,18
10,10,15,18,18,15,21,18,17,18,18,17,18,21
13,13,17,19,19,16,21,18,18,20,20,18,18,21
14,14,18,18,18,18,22,18,22,16,16,22,18,22
17,17,16,19,19,15,21,23,22,17,17,22,23,21
10,10,11,14,14,11,19,20,20,20,20,20,20,19
17,17,19,18,18,19,17,18,20,23,23,20,18,17
14,14,16,21,21,16,24,17,17,19,19,17,17,26
13,13,18,16,16,18,18,18,18,18,18,18,18,18
